Sales_ID,Sales_Date,Region,Product_Category,Product_Type,Units_Sold,Unit_Price_USD,Total_Sales_USD
787,2025-02-25,Europe,Equipment,Training Shoes,2,190.92,381.84
788,2025-02-26,Asia-Pacific,Apparel,Bags,13,66.11,859.43
789,2025-02-27,Asia-Pacific,Apparel,Basketball Shoes,13,182.6,2373.8
790,2025-02-28,North America,Footwear,Shorts,17,32.03,544.51
791,2025-03-01,Latin America,Equipment,Jackets,4,202.42,809.68
792,2025-03-02,North America,Equipment,T-Shirts,13,116.33,1512.29
793,2025-03-03,North America,Apparel,T-Shirts,17,178.63,3036.71
794,2025-03-04,North America,Equipment,T-Shirts,5,58.53,292.65
795,2025-03-05,Europe,Footwear,Training Shoes,10,241.47,2414.7
796,2025-03-06,Europe,Apparel,Running Shoes,11,232.51,2557.61
797,2025-03-07,Asia-Pacific,Apparel,Training Shoes,9,222.02,1998.18
798,2025-03-08,North America,Equipment,Basketball Shoes,19,208.58,3963.02
799,2025-03-09,Europe,Footwear,Training Shoes,1,193.89,193.89
800,2025-03-10,India,Apparel,T-Shirts,8,29.62,236.96
801,2025-03-11,Asia-Pacific,Apparel,Training Shoes,2,130.53,261.06
802,2025-03-12,Europe,Apparel,Training Shoes,16,71.99,1151.84
803,2025-03-13,Asia-Pacific,Footwear,Shorts,16,41.58,665.28
804,2025-03-14,Asia-Pacific,Equipment,Bags,14,181.83,2545.62
805,2025-03-15,North America,Footwear,T-Shirts,6,248.35,1490.1
806,2025-03-16,India,Equipment,Basketball Shoes,12,243.82,2925.84
807,2025-03-17,Latin America,Footwear,Bags,7,113.21,792.47
808,2025-03-18,Europe,Apparel,Shorts,8,76.58,612.64
809,2025-03-19,North America,Apparel,T-Shirts,9,160.71,1446.39
810,2025-03-20,India,Footwear,Shorts,18,55.53,999.54
811,2025-03-21,North America,Footwear,Jackets,16,209.03,3344.48
812,2025-03-22,Europe,Footwear,Shorts,13,226.52,2944.76
813,2025-03-23,North America,Apparel,Bags,1,162.81,162.81
814,2025-03-24,Latin America,Apparel,Running Shoes,8,223.79,1790.32
815,2025-03-25,Latin America,Equipment,Training Shoes,13,70.49,916.37
816,2025-03-26,North America,Apparel,T-Shirts,2,222.54,445.08
817,2025-03-27,Asia-Pacific,Footwear,Basketball Shoes,14,96.97,1357.58
818,2025-03-28,Latin America,Apparel,Training Shoes,17,140.1,2381.7
819,2025-03-29,Latin America,Apparel,Running Shoes,13,232.48,3022.24
820,2025-03-30,India,Footwear,T-Shirts,17,138.52,2354.84
821,2025-03-31,India,Apparel,Bags,17,205.21,3488.57
822,2025-04-01,Latin America,Footwear,Basketball Shoes,16,73.25,1172.0
823,2025-04-02,Europe,Apparel,Jackets,13,35.72,464.36
824,2025-04-03,Europe,Equipment,T-Shirts,14,237.3,3322.2
825,2025-04-04,Latin America,Apparel,Jackets,18,231.81,4172.58
826,2025-04-05,Asia-Pacific,Apparel,Running Shoes,18,201.49,3626.82
827,2025-04-06,North America,Equipment,Jackets,9,136.64,1229.76
828,2025-04-07,North America,Footwear,Training Shoes,14,77.02,1078.28
829,2025-04-08,India,Footwear,T-Shirts,6,34.16,204.96
830,2025-04-09,Latin America,Footwear,Jackets,9,217.93,1961.37
831,2025-04-10,Asia-Pacific,Footwear,Bags,5,226.63,1133.15
832,2025-04-11,Europe,Apparel,Basketball Shoes,5,79.41,397.05
833,2025-04-12,India,Equipment,Bags,19,172.57,3278.83
834,2025-04-13,North America,Apparel,T-Shirts,1,138.72,138.72
835,2025-04-14,Latin America,Footwear,Running Shoes,1,135.63,135.63
836,2025-04-15,Asia-Pacific,Apparel,Bags,3,133.51,400.53
837,2025-04-16,Europe,Apparel,Training Shoes,3,140.32,420.96
838,2025-04-17,India,Footwear,Training Shoes,14,39.78,556.92
839,2025-04-18,India,Apparel,Running Shoes,16,75.66,1210.56
840,2025-04-19,Europe,Equipment,T-Shirts,7,78.12,546.84
841,2025-04-20,Europe,Equipment,Running Shoes,1,115.31,115.31
842,2025-04-21,India,Apparel,Running Shoes,7,111.97,783.79
843,2025-04-22,Latin America,Footwear,Training Shoes,11,245.76,2703.36
844,2025-04-23,Europe,Apparel,Shorts,16,233.24,3731.84
845,2025-04-24,North America,Equipment,Basketball Shoes,17,181.97,3093.49
846,2025-04-25,Latin America,Footwear,T-Shirts,5,108.3,541.5
847,2025-04-26,India,Equipment,Running Shoes,8,151.82,1214.56
848,2025-04-27,India,Footwear,Training Shoes,16,132.76,2124.16
849,2025-04-28,North America,Apparel,Shorts,1,108.15,108.15
850,2025-04-29,Asia-Pacific,Apparel,Training Shoes,12,217.3,2607.6
851,2025-04-30,Latin America,Footwear,Training Shoes,17,199.03,3383.51
852,2025-05-01,Latin America,Apparel,Shorts,7,185.63,1299.41
853,2025-05-02,North America,Equipment,Bags,3,108.58,325.74
854,2025-05-03,Asia-Pacific,Equipment,Bags,3,115.8,347.4
855,2025-05-04,India,Equipment,T-Shirts,14,106.12,1485.68
856,2025-05-05,Europe,Apparel,Running Shoes,5,179.82,899.1
857,2025-05-06,Latin America,Equipment,Running Shoes,5,190.67,953.35
858,2025-05-07,Asia-Pacific,Apparel,Shorts,9,206.93,1862.37
859,2025-05-08,Europe,Equipment,Running Shoes,9,152.53,1372.77
860,2025-05-09,Europe,Equipment,Basketball Shoes,14,91.86,1286.04
861,2025-05-10,India,Footwear,Running Shoes,16,205.25,3284.0
862,2025-05-11,Europe,Apparel,Shorts,2,165.0,330.0
863,2025-05-12,Latin America,Apparel,T-Shirts,19,241.73,4592.87
864,2025-05-13,Europe,Equipment,Bags,6,108.91,653.46
865,2025-05-14,India,Footwear,Shorts,13,61.79,803.27
866,2025-05-15,North America,Apparel,Shorts,1,213.51,213.51
867,2025-05-16,Asia-Pacific,Footwear,Jackets,5,25.4,127.0
868,2025-05-17,Asia-Pacific,Apparel,Running Shoes,4,60.94,243.76
869,2025-05-18,Europe,Equipment,T-Shirts,7,162.03,1134.21
870,2025-05-19,Latin America,Apparel,Running Shoes,16,180.38,2886.08
871,2025-05-20,Latin America,Apparel,T-Shirts,3,81.85,245.55
872,2025-05-21,Latin America,Apparel,Bags,19,32.45,616.55
873,2025-05-22,Latin America,Apparel,Training Shoes,8,149.71,1197.68
874,2025-05-23,North America,Footwear,Training Shoes,13,200.34,2604.42
875,2025-05-24,Asia-Pacific,Apparel,Basketball Shoes,12,248.07,2976.84
876,2025-05-25,Latin America,Equipment,Shorts,13,94.84,1232.92
877,2025-05-26,Latin America,Footwear,Basketball Shoes,19,93.91,1784.29
878,2025-05-27,Europe,Equipment,Bags,19,184.08,3497.52
879,2025-05-28,Latin America,Footwear,Basketball Shoes,19,201.75,3833.25
880,2025-05-29,Latin America,Apparel,Training Shoes,5,89.66,448.3
881,2025-05-30,Latin America,Footwear,Jackets,11,49.83,548.13
882,2025-05-31,Asia-Pacific,Equipment,Jackets,6,81.42,488.52
883,2025-06-01,North America,Footwear,T-Shirts,12,81.28,975.36
884,2025-06-02,North America,Apparel,Shorts,3,140.45,421.35
885,2025-06-03,North America,Footwear,Training Shoes,8,68.51,548.08
886,2025-06-04,Latin America,Footwear,Basketball Shoes,19,41.75,793.25
887,2025-06-05,Asia-Pacific,Equipment,Running Shoes,17,242.21,4117.57
888,2025-06-06,North America,Footwear,Running Shoes,17,161.44,2744.48
889,2025-06-07,Latin America,Apparel,T-Shirts,15,28.88,433.2
890,2025-06-08,North America,Footwear,Shorts,2,185.88,371.76
891,2025-06-09,Asia-Pacific,Footwear,Training Shoes,8,65.84,526.72
892,2025-06-10,India,Apparel,Running Shoes,1,113.95,113.95
893,2025-06-11,India,Apparel,Shorts,11,148.51,1633.61
894,2025-06-12,India,Footwear,T-Shirts,15,189.84,2847.6
895,2025-06-13,Latin America,Footwear,Running Shoes,10,241.71,2417.1
896,2025-06-14,North America,Footwear,Training Shoes,7,81.51,570.57
897,2025-06-15,Asia-Pacific,Apparel,Training Shoes,5,33.97,169.85
898,2025-06-16,Asia-Pacific,Equipment,Shorts,15,70.03,1050.45
899,2025-06-17,North America,Apparel,Basketball Shoes,19,99.13,1883.47
900,2025-06-18,North America,Apparel,Basketball Shoes,17,73.86,1255.62
901,2025-06-19,Asia-Pacific,Footwear,Training Shoes,10,120.05,1200.5
902,2025-06-20,India,Apparel,Shorts,19,121.25,2303.75
903,2025-06-21,North America,Equipment,Running Shoes,6,238.36,1430.16
904,2025-06-22,North America,Footwear,T-Shirts,4,238.74,954.96
905,2025-06-23,India,Footwear,Running Shoes,6,123.45,740.7
906,2025-06-24,North America,Apparel,Bags,7,106.77,747.39
907,2025-06-25,India,Equipment,Training Shoes,17,223.93,3806.81
908,2025-06-26,Latin America,Footwear,Training Shoes,13,182.72,2375.36
909,2025-06-27,North America,Apparel,T-Shirts,17,224.67,3819.39
910,2025-06-28,Latin America,Equipment,Shorts,11,120.22,1322.42
911,2025-06-29,India,Equipment,Shorts,16,29.9,478.4
912,2025-06-30,Europe,Apparel,Shorts,13,92.19,1198.47
913,2025-07-01,Asia-Pacific,Footwear,Jackets,4,70.27,281.08
914,2025-07-02,Asia-Pacific,Apparel,Jackets,2,164.73,329.46
915,2025-07-03,North America,Apparel,Shorts,2,157.81,315.62
916,2025-07-04,India,Equipment,Basketball Shoes,12,49.82,597.84
917,2025-07-05,Europe,Footwear,Bags,6,205.3,1231.8
918,2025-07-06,India,Equipment,Running Shoes,18,178.24,3208.32
919,2025-07-07,Latin America,Footwear,Basketball Shoes,7,118.17,827.19
920,2025-07-08,India,Apparel,Jackets,4,123.62,494.48
921,2025-07-09,Asia-Pacific,Equipment,Running Shoes,9,130.14,1171.26
922,2025-07-10,Europe,Equipment,Shorts,17,178.73,3038.41
923,2025-07-11,Asia-Pacific,Footwear,Training Shoes,1,134.56,134.56
924,2025-07-12,Europe,Equipment,Basketball Shoes,6,227.8,1366.8
925,2025-07-13,India,Footwear,Jackets,9,166.18,1495.62
926,2025-07-14,Asia-Pacific,Equipment,Running Shoes,5,106.5,532.5
927,2025-07-15,India,Footwear,Training Shoes,14,199.85,2797.9
928,2025-07-16,India,Equipment,Running Shoes,2,155.43,310.86
929,2025-07-17,Asia-Pacific,Footwear,Bags,7,67.42,471.94
930,2025-07-18,North America,Apparel,Running Shoes,16,174.38,2790.08
931,2025-07-19,Latin America,Equipment,T-Shirts,8,226.67,1813.36
932,2025-07-20,Latin America,Equipment,Basketball Shoes,1,128.8,128.8
933,2025-07-21,Asia-Pacific,Equipment,Running Shoes,3,155.29,465.87
934,2025-07-22,Latin America,Apparel,Shorts,14,41.71,583.94
935,2025-07-23,India,Footwear,Running Shoes,1,37.62,37.62
936,2025-07-24,Europe,Apparel,T-Shirts,19,82.63,1569.97
937,2025-07-25,India,Footwear,Jackets,7,238.84,1671.88
938,2025-07-26,North America,Apparel,T-Shirts,7,48.7,340.9
939,2025-07-27,Europe,Equipment,Jackets,9,96.51,868.59
940,2025-07-28,North America,Equipment,Training Shoes,14,173.05,2422.7
941,2025-07-29,Latin America,Equipment,Training Shoes,12,225.9,2710.8
942,2025-07-30,India,Apparel,Shorts,14,240.76,3370.64
943,2025-07-31,India,Equipment,Basketball Shoes,5,169.17,845.85
944,2025-08-01,Asia-Pacific,Equipment,Bags,10,35.12,351.2
945,2025-08-02,North America,Footwear,T-Shirts,10,123.92,1239.2
946,2025-08-03,North America,Equipment,Jackets,6,227.17,1363.02
947,2025-08-04,India,Apparel,Running Shoes,9,94.05,846.45
948,2025-08-05,Europe,Footwear,Basketball Shoes,10,26.28,262.8
949,2025-08-06,Asia-Pacific,Apparel,T-Shirts,5,232.85,1164.25
950,2025-08-07,Latin America,Footwear,Jackets,1,225.38,225.38
951,2025-08-08,Asia-Pacific,Equipment,Running Shoes,11,188.86,2077.46
952,2025-08-09,India,Equipment,Shorts,14,62.51,875.14
953,2025-08-10,Europe,Equipment,T-Shirts,10,186.53,1865.3
954,2025-08-11,Europe,Equipment,Shorts,9,53.22,478.98
955,2025-08-12,Latin America,Equipment,Shorts,10,80.99,809.9
956,2025-08-13,India,Equipment,Basketball Shoes,10,30.42,304.2
957,2025-08-14,India,Footwear,Basketball Shoes,1,73.42,73.42
958,2025-08-15,Europe,Apparel,T-Shirts,11,224.61,2470.71
959,2025-08-16,Europe,Apparel,Basketball Shoes,18,193.01,3474.18
960,2025-08-17,Europe,Apparel,T-Shirts,13,177.32,2305.16
961,2025-08-18,North America,Footwear,T-Shirts,10,160.4,1604.0
962,2025-08-19,North America,Footwear,Shorts,11,74.16,815.76
963,2025-08-20,Latin America,Equipment,Training Shoes,14,44.51,623.14
964,2025-08-21,Latin America,Apparel,Jackets,7,82.02,574.14
965,2025-08-22,North America,Footwear,Training Shoes,8,218.21,1745.68
966,2025-08-23,North America,Footwear,T-Shirts,6,141.21,847.26
967,2025-08-24,North America,Equipment,Training Shoes,10,40.83,408.3
968,2025-08-25,Europe,Footwear,Bags,14,88.89,1244.46
969,2025-08-26,India,Equipment,T-Shirts,5,126.51,632.55
970,2025-08-27,Europe,Equipment,Running Shoes,10,64.61,646.1
971,2025-08-28,North America,Apparel,Training Shoes,10,49.09,490.9
972,2025-08-29,North America,Footwear,Running Shoes,19,135.16,2568.04
973,2025-08-30,North America,Footwear,Training Shoes,10,222.04,2220.4
974,2025-08-31,India,Footwear,T-Shirts,11,77.07,847.77
975,2025-09-01,North America,Footwear,Jackets,3,122.78,368.34
976,2025-09-02,Europe,Apparel,Basketball Shoes,13,204.53,2658.89
977,2025-09-03,Latin America,Equipment,Shorts,7,152.18,1065.26
978,2025-09-04,Europe,Footwear,Bags,12,166.98,2003.76
979,2025-09-05,North America,Footwear,Basketball Shoes,13,185.86,2416.18
980,2025-09-06,North America,Footwear,Bags,15,208.23,3123.45
981,2025-09-07,India,Footwear,Shorts,12,37.02,444.24
982,2025-09-08,Europe,Equipment,Running Shoes,12,153.44,1841.28
983,2025-09-09,India,Apparel,Training Shoes,11,44.55,490.05
984,2025-09-10,Europe,Apparel,Running Shoes,7,60.97,426.79
985,2025-09-11,Latin America,Equipment,Jackets,19,36.58,695.02
986,2025-09-12,Europe,Footwear,Bags,14,64.39,901.46
987,2025-09-13,Europe,Apparel,Training Shoes,8,221.55,1772.4
988,2025-09-14,Latin America,Equipment,Basketball Shoes,6,63.08,378.48
989,2025-09-15,Europe,Apparel,Jackets,19,29.85,567.15
990,2025-09-16,India,Footwear,T-Shirts,16,82.18,1314.88
991,2025-09-17,India,Apparel,Jackets,7,198.09,1386.63
992,2025-09-18,Asia-Pacific,Equipment,Training Shoes,16,144.22,2307.52
993,2025-09-19,Europe,Equipment,Shorts,10,147.5,1475.0
994,2025-09-20,India,Apparel,Bags,12,173.61,2083.32
995,2025-09-21,Europe,Apparel,Training Shoes,8,95.48,763.84
996,2025-09-22,North America,Apparel,Basketball Shoes,15,202.63,3039.45
997,2025-09-23,India,Equipment,Running Shoes,8,135.97,1087.76
998,2025-09-24,North America,Apparel,Jackets,13,94.42,1227.46
999,2025-09-25,Latin America,Footwear,T-Shirts,17,83.98,1427.66
1000,2025-09-26,Europe,Apparel,Jackets,6,246.13,1476.78
1001,2025-09-27,Latin America,Apparel,Bags,3,202.06,606.18
1002,2025-09-28,North America,Apparel,Basketball Shoes,3,150.09,450.27
1003,2025-09-29,North America,Apparel,Running Shoes,12,140.49,1685.88
1004,2025-09-30,Europe,Footwear,Running Shoes,4,161.62,646.48
1005,2025-10-01,Europe,Apparel,Jackets,9,30.46,274.14
1006,2025-10-02,Asia-Pacific,Equipment,Bags,16,43.77,700.32
1007,2025-10-03,Europe,Apparel,Jackets,10,170.86,1708.6
1008,2025-10-04,India,Apparel,Shorts,7,176.39,1234.73
1009,2025-10-05,India,Apparel,Running Shoes,7,225.1,1575.7
1010,2025-10-06,North America,Footwear,Basketball Shoes,7,163.57,1144.99
1011,2025-10-07,India,Footwear,Shorts,17,192.08,3265.36
1012,2025-10-08,Asia-Pacific,Apparel,Jackets,5,152.21,761.05
1013,2025-10-09,Latin America,Apparel,Bags,19,115.39,2192.41
1014,2025-10-10,Latin America,Footwear,Basketball Shoes,17,127.69,2170.73
1015,2025-10-11,India,Equipment,Training Shoes,13,239.59,3114.67
1016,2025-10-12,North America,Apparel,Bags,15,234.82,3522.3
1017,2025-10-13,Europe,Apparel,Training Shoes,14,223.7,3131.8
1018,2025-10-14,Asia-Pacific,Equipment,T-Shirts,14,153.92,2154.88
1019,2025-10-15,Europe,Apparel,Shorts,3,73.15,219.45
1020,2025-10-16,Europe,Equipment,Shorts,11,42.66,469.26
1021,2025-10-17,Europe,Equipment,Bags,6,229.73,1378.38
1022,2025-10-18,Europe,Apparel,T-Shirts,17,48.16,818.72
1023,2025-10-19,Asia-Pacific,Apparel,T-Shirts,16,105.02,1680.32
1024,2025-10-20,Europe,Footwear,Running Shoes,18,207.95,3743.1
1025,2025-10-21,North America,Footwear,T-Shirts,7,71.43,500.01
1026,2025-10-22,Latin America,Equipment,Shorts,18,204.4,3679.2
1027,2025-10-23,North America,Apparel,Running Shoes,8,78.37,626.96
1028,2025-10-24,North America,Apparel,T-Shirts,13,201.54,2620.02
1029,2025-10-25,Latin America,Footwear,Bags,6,185.1,1110.6
1030,2025-10-26,North America,Footwear,Basketball Shoes,9,89.39,804.51
1031,2025-10-27,Latin America,Apparel,Shorts,14,100.89,1412.46
1032,2025-10-28,North America,Apparel,T-Shirts,9,106.59,959.31
1033,2025-10-29,Europe,Equipment,Bags,4,154.96,619.84
1034,2025-10-30,Europe,Footwear,Shorts,12,228.98,2747.76
1035,2025-10-31,Latin America,Equipment,T-Shirts,5,147.9,739.5
1036,2025-11-01,Latin America,Apparel,T-Shirts,18,118.69,2136.42
1037,2025-11-02,Europe,Apparel,Bags,19,112.98,2146.62
1038,2025-11-03,Latin America,Footwear,Running Shoes,6,64.46,386.76
1039,2025-11-04,Europe,Apparel,Jackets,4,175.73,702.92
1040,2025-11-05,North America,Footwear,T-Shirts,17,136.57,2321.69
1041,2025-11-06,North America,Equipment,Bags,2,226.41,452.82
1042,2025-11-07,North America,Apparel,Training Shoes,12,141.1,1693.2
1043,2025-11-08,North America,Footwear,T-Shirts,14,240.04,3360.56
1044,2025-11-09,North America,Footwear,Training Shoes,11,124.05,1364.55
1045,2025-11-10,Latin America,Footwear,Jackets,2,141.01,282.02
1046,2025-11-11,India,Footwear,Shorts,3,66.04,198.12
1047,2025-11-12,Latin America,Equipment,Training Shoes,1,202.57,202.57
1048,2025-11-13,Latin America,Equipment,T-Shirts,15,31.44,471.6
1049,2025-11-14,Latin America,Apparel,Jackets,11,65.3,718.3
1050,2025-11-15,Latin America,Apparel,Shorts,15,95.91,1438.65
1051,2025-11-16,Europe,Apparel,Basketball Shoes,16,213.82,3421.12
1052,2025-11-17,India,Footwear,Shorts,5,162.51,812.55
1053,2025-11-18,North America,Footwear,T-Shirts,16,94.12,1505.92
1054,2025-11-19,North America,Apparel,T-Shirts,13,230.87,3001.31
1055,2025-11-20,Asia-Pacific,Footwear,Training Shoes,9,212.09,1908.81
1056,2025-11-21,Asia-Pacific,Footwear,Bags,6,31.96,191.76
1057,2025-11-22,India,Equipment,Running Shoes,7,79.48,556.36
1058,2025-11-23,Europe,Footwear,Basketball Shoes,4,181.88,727.52
1059,2025-11-24,Europe,Footwear,Shorts,12,220.83,2649.96
1060,2025-11-25,Europe,Apparel,Basketball Shoes,15,191.99,2879.85
1061,2025-11-26,Asia-Pacific,Equipment,Training Shoes,7,223.86,1567.02
1062,2025-11-27,India,Equipment,Basketball Shoes,18,53.3,959.4
1063,2025-11-28,Latin America,Footwear,Bags,10,26.8,268.0
1064,2025-11-29,India,Apparel,Basketball Shoes,15,124.26,1863.9
1065,2025-11-30,India,Apparel,Basketball Shoes,8,39.31,314.48
1066,2025-12-01,North America,Footwear,Running Shoes,9,173.98,1565.82
1067,2025-12-02,India,Footwear,Jackets,5,231.04,1155.2
1068,2025-12-03,North America,Apparel,Running Shoes,12,119.26,1431.12
1069,2025-12-04,Latin America,Footwear,Training Shoes,10,155.35,1553.5
1070,2025-12-05,North America,Equipment,T-Shirts,15,112.23,1683.45
1071,2025-12-06,North America,Footwear,Shorts,19,61.96,1177.24
1072,2025-12-07,North America,Apparel,Shorts,12,51.5,618.0
1073,2025-12-08,North America,Footwear,Basketball Shoes,8,186.08,1488.64
1074,2025-12-09,India,Apparel,Basketball Shoes,8,228.47,1827.76
1075,2025-12-10,Asia-Pacific,Footwear,Basketball Shoes,11,107.14,1178.54
1076,2025-12-11,Asia-Pacific,Equipment,T-Shirts,12,55.55,666.6
1077,2025-12-12,Europe,Equipment,Bags,5,211.61,1058.05
1078,2025-12-13,Latin America,Footwear,Running Shoes,13,84.0,1092.0
1079,2025-12-14,Europe,Equipment,Jackets,10,197.66,1976.6
1080,2025-12-15,Asia-Pacific,Footwear,Training Shoes,8,171.77,1374.16
1081,2025-12-16,Europe,Footwear,T-Shirts,9,94.77,852.93
1082,2025-12-17,Latin America,Apparel,T-Shirts,7,140.05,980.35
1083,2025-12-18,Asia-Pacific,Equipment,Bags,8,108.18,865.44
1084,2025-12-19,North America,Apparel,Jackets,5,53.21,266.05
1085,2025-12-20,Asia-Pacific,Equipment,T-Shirts,7,75.44,528.08
1086,2025-12-21,Europe,Footwear,Running Shoes,12,153.68,1844.16
1087,2025-12-22,North America,Apparel,Jackets,19,200.52,3809.88
1088,2025-12-23,Asia-Pacific,Footwear,Shorts,1,45.52,45.52
1089,2025-12-24,North America,Apparel,Training Shoes,12,69.72,836.64
1090,2025-12-25,North America,Footwear,Shorts,13,27.58,358.54
1091,2025-12-26,Europe,Equipment,Shorts,19,246.4,4681.6
1092,2025-12-27,Latin America,Equipment,Jackets,10,48.97,489.7
1093,2025-12-28,Asia-Pacific,Equipment,Jackets,14,110.49,1546.86
1094,2025-12-29,Asia-Pacific,Equipment,T-Shirts,19,37.48,712.12
1095,2025-12-30,Europe,Footwear,Shorts,2,137.72,275.44
1096,2025-12-31,India,Footwear,T-Shirts,1,167.28,167.28
1097,2026-01-01,Asia-Pacific,Apparel,T-Shirts,5,142.94,714.7
1098,2026-01-02,Europe,Apparel,Running Shoes,9,177.53,1597.77
1099,2026-01-03,India,Equipment,Jackets,16,73.49,1175.84
1100,2026-01-04,North America,Equipment,Bags,6,230.75,1384.5
1101,2026-01-05,India,Footwear,T-Shirts,15,197.82,2967.3
1102,2026-01-06,Asia-Pacific,Apparel,Shorts,6,67.67,406.02
1103,2026-01-07,North America,Apparel,Jackets,18,126.91,2284.38
1104,2026-01-08,India,Footwear,Running Shoes,6,29.5,177.0
1105,2026-01-09,Europe,Equipment,Basketball Shoes,13,211.54,2750.02
1106,2026-01-10,India,Equipment,Bags,11,226.65,2493.15
1107,2026-01-11,Europe,Apparel,Training Shoes,1,142.85,142.85
1108,2026-01-12,North America,Apparel,Jackets,6,105.79,634.74
1109,2026-01-13,North America,Footwear,Shorts,9,204.87,1843.83
1110,2026-01-14,India,Footwear,Shorts,2,104.75,209.5
1111,2026-01-15,Latin America,Apparel,Bags,8,35.53,284.24
1112,2026-01-16,Asia-Pacific,Apparel,T-Shirts,11,174.5,1919.5
1113,2026-01-17,Latin America,Footwear,Basketball Shoes,15,116.45,1746.75
1114,2026-01-18,Asia-Pacific,Footwear,Jackets,1,249.33,249.33
1115,2026-01-19,North America,Footwear,Training Shoes,6,140.6,843.6
1116,2026-01-20,Asia-Pacific,Equipment,Bags,16,51.11,817.76
1117,2026-01-21,North America,Equipment,Running Shoes,7,201.37,1409.59
1118,2026-01-22,Latin America,Footwear,Bags,16,240.99,3855.84
1119,2026-01-23,Latin America,Apparel,Bags,6,52.21,313.26
1120,2026-01-24,North America,Footwear,Shorts,13,97.19,1263.47
1121,2026-01-25,Asia-Pacific,Equipment,Shorts,2,134.18,268.36
1122,2026-01-26,Europe,Apparel,Shorts,7,184.09,1288.63
1123,2026-01-27,Asia-Pacific,Footwear,Bags,16,183.23,2931.68
1124,2026-01-28,India,Footwear,Shorts,13,165.46,2150.98
1125,2026-01-29,North America,Apparel,Bags,13,219.36,2851.68
1126,2026-01-30,Europe,Equipment,Shorts,19,190.7,3623.3
1127,2026-01-31,North America,Apparel,Training Shoes,7,30.21,211.47
1128,2026-02-01,Latin America,Apparel,T-Shirts,17,243.16,4133.72
1129,2026-02-02,Latin America,Apparel,Training Shoes,11,211.44,2325.84
1130,2026-02-03,North America,Equipment,Running Shoes,4,176.78,707.12
1131,2026-02-04,Latin America,Equipment,Jackets,11,201.35,2214.85
1132,2026-02-05,North America,Equipment,Shorts,3,210.73,632.19
1133,2026-02-06,Asia-Pacific,Equipment,Jackets,8,36.18,289.44
1134,2026-02-07,India,Apparel,Bags,5,167.94,839.7
1135,2026-02-08,Europe,Apparel,Basketball Shoes,6,56.8,340.8
1136,2026-02-09,Asia-Pacific,Apparel,Bags,1,82.94,82.94
1137,2026-02-10,Latin America,Footwear,Running Shoes,7,209.58,1467.06
1138,2026-02-11,India,Footwear,Training Shoes,19,148.32,2818.08
1139,2026-02-12,Asia-Pacific,Footwear,Training Shoes,18,92.67,1668.06
1140,2026-02-13,North America,Equipment,Running Shoes,16,68.04,1088.64
1141,2026-02-14,Europe,Equipment,Bags,9,132.61,1193.49
1142,2026-02-15,North America,Apparel,Shorts,1,48.86,48.86
1143,2026-02-16,North America,Equipment,Basketball Shoes,17,111.39,1893.63
1144,2026-02-17,Asia-Pacific,Footwear,Jackets,11,217.94,2397.34
1145,2026-02-18,India,Footwear,Bags,11,108.44,1192.84
1146,2026-02-19,Europe,Footwear,Bags,15,141.32,2119.8
1147,2026-02-20,Asia-Pacific,Equipment,Running Shoes,15,238.5,3577.5
1148,2026-02-21,North America,Equipment,Running Shoes,1,106.6,106.6
1149,2026-02-22,Europe,Footwear,Training Shoes,12,87.59,1051.08
1150,2026-02-23,Latin America,Footwear,Shorts,4,118.67,474.68
1151,2026-02-24,Europe,Equipment,Bags,14,112.46,1574.44
1152,2026-02-25,India,Apparel,Training Shoes,14,241.05,3374.7
1153,2026-02-26,North America,Apparel,Training Shoes,6,28.09,168.54
1154,2026-02-27,Asia-Pacific,Equipment,T-Shirts,3,58.93,176.79
1155,2026-02-28,Asia-Pacific,Equipment,T-Shirts,5,201.29,1006.45
1156,2026-03-01,India,Footwear,Running Shoes,10,25.61,256.1
1157,2026-03-02,Europe,Equipment,Bags,2,123.33,246.66
1158,2026-03-03,Latin America,Footwear,Training Shoes,1,181.7,181.7
1159,2026-03-04,India,Equipment,T-Shirts,8,37.74,301.92
1160,2026-03-05,North America,Footwear,Running Shoes,7,96.45,675.15
1161,2026-03-06,Latin America,Apparel,T-Shirts,17,87.77,1492.09
1162,2026-03-07,North America,Equipment,Bags,16,140.22,2243.52
1163,2026-03-08,Latin America,Footwear,Basketball Shoes,19,165.07,3136.33
1164,2026-03-09,India,Apparel,Jackets,5,196.34,981.7
1165,2026-03-10,Latin America,Apparel,Running Shoes,18,46.77,841.86
1166,2026-03-11,India,Apparel,Training Shoes,1,79.74,79.74
1167,2026-03-12,North America,Equipment,Bags,14,195.7,2739.8
1168,2026-03-13,North America,Equipment,Basketball Shoes,3,221.39,664.17
1169,2026-03-14,Asia-Pacific,Equipment,Training Shoes,12,97.82,1173.84
1170,2026-03-15,India,Apparel,Shorts,5,38.12,190.6
1171,2026-03-16,Asia-Pacific,Equipment,Training Shoes,4,56.05,224.2
1172,2026-03-17,Asia-Pacific,Footwear,Basketball Shoes,9,203.08,1827.72
1173,2026-03-18,Latin America,Equipment,Running Shoes,9,54.66,491.94
1174,2026-03-19,Europe,Equipment,Shorts,2,73.31,146.62
1175,2026-03-20,Latin America,Apparel,Bags,19,67.91,1290.29
1176,2026-03-21,Europe,Apparel,Jackets,11,118.15,1299.65
